0527 21 9
0528 21 11
0529 23 12
0530 23 11
0531 24 14
0601 21 9
0602 20 13
0603 26 16
0604 25 13
0605 19 7
0606 21 13
0607 25 15
0608 26 17
0609 27 17
0610 24 15
0611 23 14
0612 24 12
0613 20 10
0614 22 12
0615 25 14
0616 29 16
0617 32 20
0618 32 18
0619 32 19
0620 31 19
0621 32 21
0622 28 17
0623 29 16
0624 30 16
0625 24 12
0626 22 12
0627 23 14
0628 27 16
0629 30 19
0630 33 21
0701 33 20
0702 33 20
0703 33 18
0704 34 18
0705 34 19
0706 34 22
0707 34 21
0708 32 20
0709 31 19
0710 30 18
0711 31 17
0712 25 14
0713 27 12
0714 29 14
0715 24 13
0716 22 12
0717 22 13
0718 24 15
0719 29 17
0720 25 14
0721 23 14
0722 25 14
0723 27 16
0724 29 18
0725 27 19
0726 30 19
0727 31 20
0728 32 21
0729 33 18
0730 30 17
0731 29 17
0801 31 19
0802 31 19
0803 32 20
0804 32 21
0805 33 22
0806 34 19
0807 27 17
0808 28 15
0809 27 15
0810 25 13
0811 22 12
0812 23 11
0813 24 13
0814 24 13
0815 25 13
0816 29 16
0817 29 16
0818 30 17
0819 32 20
0820 34 20
0821 33 20
0822 34 22
0823 34 21
0824 34 21
0825 33 21
0826 27 15
0827 23 11
0828 28 13
0829 29 16
0830 30 17
0831 29 18
0901 29 17
0902 30 18
0903 33 18
0904 31 18
0905 31 18
0906 27 12
0907 24 14
0908 27 16
0909 29 16
0910 29 15
0911 29 16
0912 28 13
0913 21 14
0914 22 14
0915 22 13
0916 23 11
0917 25 13
0918 26 15
0919 26 10
0920 16 9
0921 20 9
0922 20 12
0923 22 13
0924 25 14
0925 25 14
0926 26 17
0927 28 16
0928 22 14
0929 25 17
0930 24 15
1001 25 16
1002 23 13
1003 20 14
1004 22 13
1005 20 11
1006 23 14
1007 22 8
1008 15 6
1009 16 7
1010 16 7
1011 16 8
1012 16 9
1013 17 10
1014 15 11
1015 20 12
1016 16 7
1017 17 9
1018 17 9
1019 19 10
1020 21 11
1021 21 12
1022 23 12
1023 20 9
1024 18 8
1025 15 8
1026 12 9
1027 14 5
1028 6 2
1029 4 -1
1030 5 1
1031 7 2
1101 8 5
1102 13 5
1103 14 9
1104 17 12
1105 14 5
1106 11 3
1107 9 5
1108 12 6
1109 11 4
1110 10 5
1111 11 7
1112 13 9
1113 11 5
1114 9 2
1115 10 3
1116 10 3
1117 9 4
1118 9 6
1119 10 4
1120 11 3
1121 10 4
1122 8 4
1123 9 3
1124 10 3
1125 10 4
1126 8 4
1127 12 6
1128 10 7
1129 13 3
1130 6 0
1201 5 1
1202 2 -3
1203 1 -5
1204 3 -2
1205 1 -3
1206 3 -4
1207 -1 -6
1208 -4 -5
1209 -3 -7
1210 -2 -4
1211 -1 -8
1212 -3 -8
1213 -3 -6
1214 -3 -5
1215 1 -1
1216 4 1
1217 2 -1
1218 1 -1
1219 2 -3
1220 3 -1
1221 1 -2
1222 2 -3
1223 0 -3
1224 2 0
1225 4 2
1226 5 1
1227 4 -1
1228 5 -2
1229 2 -2
1230 3 0
1231 4 -2
0101 2 -2
0102 2 -1
0103 3 1
0104 5 3
0105 7 0
0106 2 -2
0107 2 -3
0108 0 -1
0109 1 -1
0110 2 -1
0111 2 -6
0112 -1 -5
0113 -2 -4
0114 0 -2
0115 1 1
0116 1 -2
0117 1 -3
0118 -1 -5
0119 -4 -6
0120 1 -2
0121 5 -1
0122 0 -5
0123 0 -3
0124 0 -3
0125 -2 -6
0126 -3 -6
0127 -3 -4
0128 0 -7
0129 1 -1
0130 4 2
0131 5 2
0201 7 2
0202 7 -2
0203 1 -2
0204 1 -2
0205 4 0
0206 3 -2
0207 1 -4
0208 2 -2
0209 0 -2
0210 -1 -6
0211 -1 -6
0212 1 -1
0213 1 -2
0214 1 -2
0215 3 -1
0216 2 0
0217 3 0
0218 3 -2
0219 3 -2
0220 1 -3
0221 1 -2
0222 0 -1
0223 2 1
0224 4 3
0225 6 2
0226 11 3
0227 9 2
0228 12 3
0301 7 -1
0302 7 0
0303 8 0
0304 10 1
0305 8 2
0306 12 8
0307 11 6
0308 15 7
0309 13 7
0310 13 6
0311 14 5
0312 13 7
0313 12 6
0314 5 -4
0315 -1 -8
0316 1 -3
0317 2 -2
0318 2 2
0319 7 2
0320 12 6
0321 8 -1
0322 6 -1
0323 4 -4
0324 2 -3
0325 1 -3
0326 0 -2
0327 3 -1
0328 4 1
0329 2 1
0330 3 1
0331 11 -1
0401 7 1
0402 6 4
0403 7 3
0404 7 2
0405 9 6
0406 11 4
0407 10 2
0408 12 5
0409 11 6
0410 14 5
0411 17 9
0412 16 8
0413 16 7
0414 17 8
0415 20 8
0416 19 7
0417 20 8
0418 24 11
0419 22 8
0420 23 9
0421 21 8
0422 22 9
0423 21 11
0424 23 11
0425 25 14
0426 26 14
0427 24 14
0428 23 13
0429 26 15
0430 28 15
0501 28 13
0502 28 16
0503 25 11
0504 23 13
0505 25 14
0506 25 16
0507 25 15
0508 26 13
0509 25 14
0510 25 13
0511 25 12
0512 19 10
0513 18 7
0514 21 8
0515 22 12
0516 24 14
0517 22 13
0518 22 13
0519 27 11
0520 22 9
0521 21 12
0522 20 9
0523 16 8
0524 20 9
0525 18 8
0526 18 6
0527 14 8
0528 20 9
0529 25 15
0530 18 7
0531 18 6
0601 19 9
0602 19 10
0603 20 9
0604 20 11
0605 20 12
0606 22 14
0607 26 14
0608 29 15
0609 27 17
0610 27 13
0611 21 12
0612 24 12
0613 28 15
0614 28 15
0615 30 16
0616 31 18
0617 33 20
0618 36 22
0619 36 21
0620 35 21
0621 34 19
0622 34 19
0623 30 16
0624 25 13
0625 20 9
0626 19 11
0627 23 10
0628 24 12
0629 24 11
0630 24 10
0701 25 11
0702 29 13
0703 29 16
0704 32 17
0705 31 18
0706 32 18
0707 31 17
0708 31 17
0709 31 16
0710 33 18
0711 29 12
0712 25 13
0713 27 14
0714 29 16
0715 27 12
0716 28 13
0717 32 17
0718 33 18
0719 32 18
0720 30 14
0721 30 15
0722 31 16
0723 32 16
0724 33 15
0725 31 18
0726 33 18
0727 36 21
0728 37 23
0729 39 18
0730 29 17
0803 39 21
0804 37 19
0805 38 21
0806 38 21
0807 37 23
0808 39 22
0809 38 20
0810 28 14
0811 30 17
0812 31 17
0813 33 17
0814 21 11
0815 28 13
0816 33 14
0817 34 18
0818 36 19
0819 36 18
0820 33 17
0821 30 14
0822 31 14
0823 32 16
0824 31 18
0825 28 16
0826 28 14
0827 28 16
0828 27 15
0829 26 14
0830 27 14
0831 28 15
0901 26 11
0902 23 15
0903 24 11
0904 27 11
0905 28 12
0906 28 12
0907 31 14
0908 29 14
0909 20 11
0910 26 14
0911 21 13
0912 22 10
0913 19 10
0914 15 11
0915 25 13
0916 25 15
0917 14 6
0918 17 11
0919 18 8
0920 19 10
0921 20 8
0923 21 12
0924 21 12
0925 24 13
0926 26 9
0927 19 7
0928 20 8
0929 17 9
0930 14 9
1001 19 5
1002 15 3
1003 15 3
1004 15 3
1005 15 3
1006 18 7
1007 21 6
1008 22 8
1009 18 11
1010 19 11
1011 21 11
1012 23 13
1013 24 10
1014 22 13
1015 20 11
1016 13 7
1017 16 8
1018 15 8
1019 15 7
1020 19 10
1021 22 14
1022 22 14
1023 24 14
1024 23 13
1025 23 14
1026 24 14
1027 22 13
1028 21 12
1029 18 11
1030 19 8
1031 17 7
1101 16 9
1102 19 11
1103 17 9
1104 14 10
1105 14 6
1106 13 8
1107 17 9
1108 16 11
1109 17 10
1110 13 7
1111 10 5
1112 12 5
1113 10 6
1114 10 5
1115 12 4
1116 14 5
1117 13 5
1118 9 3
1119 10 5
1120 9 4
1121 10 4
1122 11 7
1123 12 6
1124 9 3
1125 3 -2
1126 4 -2
1127 4 -2
1128 3 -2
1129 6 -1
1130 6 0
1201 6 -1
1202 8 -1
1203 4 -2
1204 3 -1
1205 5 -1
1206 4 -1
1207 3 -1
1208 4 0
1209 6 2
1210 4 -1
1211 4 0
1212 7 2
1213 7 -2
1214 6 0
1215 4 -1
1216 5 -1
1217 4 -3
1218 4 -3
1219 0 -3
1220 3 -2
1221 4 -2
1222 3 -1
1223 5 0
1224 6 0
1225 7 1
1226 6 3
1227 8 2
1228 9 3
1229 8 3
1230 8 1
1231 5 0
0101 5 -1
0102 4 0
0103 8 2
0104 8 4
0105 11 5
0106 9 3
0107 9 4
0108 9 3
0109 9 2
0110 9 2
0111 8 4
0112 7 0
0113 7 1
0114 6 1
0115 6 0
0116 7 0
0117 10 5
0118 9 6
0119 10 6
0120 10 6
0121 9 4
0122 6 0
0123 4 -1
0124 1 -1
0125 0 -6
0126 -4 -8
0127 -4 -9
0128 -1 -4
0129 -2 -6
0130 0 -4
0131 -1 -4
0201 -1 -4
0202 2 -3
0203 2 -3
0204 0 -5
0205 0 -3
0206 3 -1
0207 4 1
0208 7 2
0209 7 2
0210 7 4
0211 8 3
0212 11 2
0213 7 2
0214 6 2
0215 7 2
0216 10 5
0217 9 2
0218 10 4
0219 11 4
0220 12 4
0221 9 6
0222 9 4
0223 12 3
0224 10 3
0225 11 4
0226 12 4
0227 13 5
0228 10 3
0301 11 3
0302 13 4
0303 11 6
0304 13 5
0305 14 7
0306 14 5
0307 13 6
0308 15 5
0309 13 4
0310 12 4
0311 18 7
0312 17 6
0313 20 8
0314 19 9
0315 17 5
0316 14 8
0317 14 6
0318 18 11
0319 15 7
0320 20 8
0321 19 9
0322 20 10
0323 20 10
0324 10 3
0325 13 4
0326 15 5
0327 17 6
0328 20 8
0329 20 6
0330 22 7
0331 22 9
0401 21 8
0402 20 8
0403 21 9
0404 24 13
0405 21 10
0406 21 11
0407 24 11
0408 23 11
0409 15 5
0410 13 4
0411 17 5
0412 19 7
0413 19 7
0414 19 3
0415 13 2
0416 14 3
0417 15 6
0418 22 10
0419 21 8
0420 17 8
0421 22 10
0422 23 11
0423 26 13
0424 25 12
0425 23 13
0426 23 9
0427 23 9
0428 26 12
0429 25 11
0430 25 11
0501 27 11
0502 26 11
0503 24 8
0504 17 5
0505 19 6
0506 20 8
0507 24 12
0508 23 10
0509 26 13
0510 23 12
0511 25 9
0512 19 8
0513 17 8
0514 15 6
0515 12 9
0516 18 7
0517 20 9
0518 18 9
0519 24 12
0520 27 13
0521 29 16
0522 29 17
0523 30 16
0524 31 15
0525 32 16
0526 29 15
0527 28 13
0528 23 11
0529 22 11
0530 16 6
0531 21 12
0601 24 11
0602 22 8
0603 25 10
0604 26 11
0605 29 15
0606 30 14
0607 32 16
0608 34 17
0609 36 19
0610 37 18
0611 36 16
0612 34 17
0613 28 13
0614 26 11
0615 30 11
0616 27 13
0617 28 13
0618 29 12
0619 29 14
0620 24 10
0621 25 10
0622 27 12
0623 29 14
0624 29 14
0625 20 10
0626 27 10
0627 30 13
0628 29 15
0629 32 15
0630 22 11
0701 27 12
0702 30 15
0703 28 13
0704 31 14
0705 32 17
0706 34 19
0707 36 20
0708 33 16
0709 27 12
0710 30 15
0711 26 15
0712 29 15
0713 29 15
0714 32 18
0715 34 18
0716 33 18
0717 34 18
0718 32 19
0719 36 19
0720 35 20
0721 35 19
0722 27 18
0723 27 15
0724 30 17
0725 33 18
0726 33 18
0727 35 19
0728 30 18
0729 31 18
0730 33 20
0731 30 20
0801 35 19
0802 35 19
0803 34 20
0804 34 20
0805 31 18
0806 31 18
0807 30 18
0808 31 18
0809 32 19
0810 33 21
0811 33 17
0812 31 18
0813 34 15
0814 23 13
0815 29 13
0816 24 12
0817 26 13
0818 28 16
0819 28 16
0820 28 15
0821 23 11
0822 27 13
0823 27 14
0824 23 10
0825 24 13
0826 26 17
0827 23 11
0828 26 13
0829 27 13
0830 30 14
0831 29 16
0901 28 16
0902 25 16
0903 28 17
0904 29 17
0905 28 16
0906 28 17
0907 29 17
0908 29 17
0909 29 18
0910 22 15
0911 22 15
0912 20 14
0913 24 16
0914 21 15
0915 20 13
0916 24 13
0917 26 14
0918 25 13
0919 21 13
0920 27 16
0921 26 16
0922 18 8
0923 17 8
0924 18 8
0925 19 9
0926 20 10
0927 20 11
0928 25 13
0929 24 12
0930 24 12
1001 23 15
1002 23 12
1003 20 12
1004 20 12
1005 20 10
1006 19 10
1007 19 10
1008 17 11
1009 22 12
1010 25 14
1011 25 14
1012 26 15
1013 25 16
1014 25 13
1015 18 13
1016 22 14
1017 19 10
1018 21 13
1019 19 10
1020 22 14
1021 18 12
1022 9 5
1023 12 7
1024 10 6
1025 14 5
1026 13 4
1027 15 5
1028 16 3
1029 12 3
1030 12 6
1031 13 4
1101 14 5
1102 13 5
1103 12 5
1104 15 7
1105 16 8
1106 16 10
1107 17 11
1108 18 10
1109 17 9
1110 17 10
1111 16 8
1112 13 9
1113 15 8
1114 15 7
1115 13 6
1116 10 7
1117 10 7
1118 10 6
1119 10 4
1120 9 3
1121 9 2
1122 8 1
1123 8 1
1124 6 2
1125 6 1
1126 5 -1
1127 4 -5
1128 2 1
1129 2 1
1130 3 0
1201 2 0
1202 2 1
1203 6 2
1204 7 1
1205 7 4
1206 8 4
1207 6 3
1208 5 0
1209 4 -1
1210 4 0
1211 5 -5
1212 6 -4
1213 7 -2
1214 8 4
1215 8 3
1216 7 2
1217 8 3
1218 9 -1
1219 11 5
1220 9 2
1221 6 2
1222 9 4
1223 11 4
1224 10 3
1225 9 2
1226 4 -2
1227 2 -3
1228 0 -5
1229 -2 -8
1230 -5 -10
1231 -4 -9
0101 -3 -13
0102 1 -7
0103 4 -1
0104 3 -3
0105 3 -4
0106 3 -6
0107 -4 -7
0108 -1 -4
0109 4 -3
0110 12 8
0111 6 1
0112 5 0
0113 7 -5
0114 6 1
0115 6 0
0116 6 1
0117 7 1
0118 9 4
0119 7 3
0120 6 3
0121 8 4
0122 7 4
0123 9 2
0124 6 0
0125 3 -2
0126 2 -1
0127 1 -3
0128 2 -3
0129 1 -2
0130 6 -1
0131 2 -1
0201 1 -8
0202 2 -3
0203 3 -2
0204 2 -1
0205 3 -1
0206 3 -4
0207 1 -3
0208 2 -4
0209 1 -2
0210 5 1
0211 5 -1
0212 6 1
0213 6 1
0214 7 2
0215 7 2
0216 6 -1
0217 4 -1
0218 6 -1
0219 5 0
0220 7 1
0221 10 2
0222 9 5
0223 9 4
0224 12 5
0225 10 5
0226 8 5
0227 10 5
0228 10 3
0301 11 5
0302 14 3
0303 8 2
0304 10 3
0305 8 1
0306 8 0
0307 12 2
0308 10 3
0309 13 5
0310 15 5
0311 14 5
0312 10 4
0313 10 4
0315 14 7
0316 14 7
0317 14 3
0318 11 2
0319 11 5
0320 13 4
0321 14 6
0322 14 3
0323 14 5
0324 15 7
0325 17 9
0326 20 10
0327 14 8
0328 12 3
0329 13 8
0330 12 3
0331 12 6
0401 9 3
0402 9 1
0403 9 1
0404 12 2
0405 11 1
0406 10 3
0407 12 2
0408 14 5
0409 17 5
0410 18 8
0411 21 10
0412 21 9
0413 21 7
0414 14 8
0415 23 12
0416 26 11
0417 24 10
0418 14 3
0419 14 5
0420 16 5
0421 17 7
0422 20 8
0423 21 9
0424 23 11
0425 23 12
0426 22 11
0427 24 13
0428 18 8
0429 20 7
0430 19 9
0501 20 13
0502 21 11
0503 19 12
0504 28 15
0505 29 17
0506 29 14
0507 25 12
0508 25 12
0509 26 14
0510 22 8
0511 23 9
0512 25 13
0513 25 13
0514 23 9
0515 19 11
0516 25 12
0517 22 9
0518 25 13
0519 30 14
0520 31 11
0521 22 14
0522 23 13
0523 22 13
0524 27 13
0525 25 15
0526 21 11
0527 20 10
0528 21 10
0529 26 12
0530 27 15
0531 28 15
0601 30 16
0602 32 18
0603 32 20
0604 32 15
0605 27 15
0606 33 18
0607 32 18
0608 32 18
0609 31 18
0610 32 18
0611 32 18
0612 32 20
0613 32 19
0614 33 20
0615 31 17
0616 28 16
0617 22 12
0618 25 14
0619 25 11
0620 24 10
0621 23 11
0622 26 14
0623 20 12
0624 23 12
0625 26 13
0626 27 15
0627 28 16
0628 26 15
0629 28 15
0630 30 16
0701 31 17
0702 31 17
0703 31 18
0704 34 21
0705 36 22
0706 37 20
0707 37 24
0708 38 17
0709 27 13
0710 25 13
0711 28 14
0712 32 20
0713 30 18
0714 28 17
0715 30 18
0716 35 21
0717 37 23
0718 39 23
0719 39 26
0720 33 21
0721 36 24
0722 39 24
0723 39 22
0724 37 24
0725 36 18
0726 25 17
0727 30 17
0728 23 19
0729 25 16
0730 20 14
0731 27 13
0801 32 17
0802 30 19
0803 35 22
0804 35 22
0805 36 23
0806 37 24
0807 36 24
0808 38 24
0809 38 23
0810 36 23
0811 37 23
0812 39 24
0813 38 24
0814 36 22
0815 38 24
0816 37 20
0817 27 17
0818 25 16
0819 23 15
0820 24 15
0821 25 16
0822 23 15
0823 27 17
0824 30 20
0825 26 16
0826 32 20
0827 33 21
0828 35 24
0829 38 23
0830 37 25
0831 38 24
0901 36 21
0902 32 18
0903 32 19
0904 28 18
0905 20 12
0906 21 11
0907 19 10
0908 21 11
0909 22 12
0910 22 13
0911 17 11
0912 26 15
0913 26 15
0914 30 18
0915 31 20
0916 32 23
0917 34 19
0918 34 19
0919 29 17
0920 23 12
0921 22 13
0922 24 15
0923 28 14
0924 28 16
0925 20 15
0926 17 12
0927 20 10
0928 18 12
0929 18 9
0930 17 8
1001 20 11
1002 22 13
1003 22 14
1004 24 14
1005 22 13
1006 23 15
1007 22 11
1008 18 12
1009 18 12
1010 16 10
1011 11 6
1012 11 5
1013 12 4
1014 13 10
1015 15 11
1016 17 10
1017 17 9
1018 16 11
1019 14 8
1020 12 5
1021 13 6
1022 14 7
1023 15 8
1024 15 8
1025 15 9
1026 15 7
1027 14 7
1028 15 7
1029 14 5
1030 15 8
1031 17 8
1101 16 3
1102 13 3
1103 13 4
1104 13 3
1105 15 7
1106 15 7
1107 15 10
1108 18 9
1109 18 11
1110 18 12
1111 19 12
1112 18 10
1113 14 8
1114 12 6
1115 10 4
1116 16 10
1117 17 5
1118 19 9
1119 17 9
1120 15 12
1121 9 3
1122 6 1
1123 6 1
1124 6 0
1125 5 0
1126 5 -5
1127 5 1
1128 3 1
1129 5 2
1130 10 3
1201 11 5
1202 11 6
1203 13 3
1204 9 0
1205 9 4
1206 10 4
1207 9 3
1208 7 1
1209 6 2
1210 7 2
1211 7 1
1212 8 2
1213 7 1
1214 6 0
1215 5 1
1216 8 2
1217 4 0
1218 5 -6
1219 5 2
1220 5 1
1221 7 4
1222 10 5
1223 10 3
1224 8 2
1225 9 4
1226 11 5
1227 12 5
1228 11 3
1229 8 -1
1230 2 -4
1231 2 -4
0101 -1 -4
0102 -2 -7
0103 -4 -7
0104 -6 -8
0105 -3 -9
0106 0 -8
0107 1 -5
0108 2 -9
0109 2 0
0110 4 1
0111 10 3
0112 6 2
0113 6 1
0114 5 -1
0115 2 -2
0116 4 -3
0117 1 -4
0118 2 -4
0119 1 -5
0120 0 -4
0121 1 -4
0122 3 -3
0123 -1 -5
0124 2 -1
0125 3 0
0126 5 2
0127 9 3
0128 9 3
0129 8 3
0130 9 2
0131 9 4
0201 11 -2
0202 12 4
0203 9 2
0204 6 1
0205 6 1
0206 7 1
0207 8 4
0208 9 6
0209 13 8
0210 9 3
0211 7 2
0212 8 1
0213 6 2
0214 10 4
0215 8 3
0216 8 3
0217 11 7
0218 12 7
0219 8 2
0220 7 -3
0221 11 7
0222 14 8
0223 13 7
0224 8 1
0225 7 -2
0226 7 0
0227 7 -2
0228 12 7
0229 13 8
0301 10 2
0302 10 4
0303 9 4
0304 13 3
0305 13 7
0306 13 6
0307 11 5
0308 12 3
0309 13 5
0310 14 8
0311 14 6
0312 12 6
0313 13 2
0314 10 3
0315 6 3
0316 10 5
0317 13 5
0318 13 5
0319 11 2
0320 13 5
0321 12 4
0322 12 4
0323 11 5
0324 12 3
0325 11 6
0326 13 6
0327 14 5
0328 14 8
0329 16 6
0330 19 10
0331 21 12
0401 22 9
0402 15 6
0403 21 12
0404 24 12
0405 25 13
0406 24 12
0407 25 14
0408 23 14
0409 20 12
0410 19 11
0411 20 12
0412 22 12
0413 23 11
0414 17 8
0415 20 10
0416 23 12
0417 25 12
0418 23 9
0419 19 7
0420 15 7
0421 20 10
0422 22 9
0423 21 11
0424 11 4
0425 12 2
0426 15 6
0427 13 2
0428 16 8
0429 20 10
0430 21 10
0501 20 11
0502 22 12
0503 20 11
0504 21 10
0505 23 10
0506 24 11
0507 21 11
0508 21 9
0509 23 10
0510 23 12
0511 21 12
0512 20 11
0513 21 10
0514 20 10
0515 15 5
0516 15 5
0517 16 7
0518 20 8
0519 21 11
0520 24 12
0521 26 13
0522 26 15
0523 28 14
0524 22 12
0525 24 13
0526 26 14
0527 29 15
0528 29 17
0529 29 17
0530 26 13
0531 25 12
0601 26 14
0602 24 12
0603 28 15
0604 28 15
0605 28 15
0606 28 12
0607 24 11
0608 25 12
0609 26 14
0610 24 14
0611 26 15
0612 21 15
0613 27 14
0614 25 14
0615 23 13
0616 30 20
0617 28 14
0618 30 15
0619 30 16
0620 27 15
0621 30 17
0622 33 20
0623 35 22
0624 35 22
0625 35 21
0626 34 21
0627 29 15
0628 27 16
0629 32 19
0630 32 18
0701 33 20
0702 34 18
0703 28 15
0704 27 15
0705 30 18
0706 26 13
0707 24 12
0708 30 17
0709 29 15
0710 32 18
0711 35 19
0712 35 20
0713 33 16
0714 23 14
0715 26 14
0716 18 14
0717 19 15
0718 27 15
0719 27 16
0720 29 17
0721 30 18
0722 33 19
0723 33 21
0724 33 21
0725 34 22
0726 34 22
0727 34 21
0728 31 19
0729 32 20
0730 33 19
0731 34 20
0801 29 16
0802 29 17
0803 29 18
0804 34 20
0805 36 16
0806 30 16
0807 29 16
0808 32 18
0809 34 16
0810 27 10
0811 23 12
0812 25 12
0813 27 16
0814 31 18
0815 31 16
0816 29 17
0817 28 14
0818 29 16
0819 32 18
0820 33 20
0821 31 17
0822 19 14
0823 29 16
0824 30 17
0825 28 17
0826 32 18
0827 34 20
0828 35 20
0829 35 20
0830 31 17
0831 29 15
0901 32 17
0902 30 16
0903 31 17
0904 32 18
0905 22 13
0906 25 16
0907 30 19
0908 31 19
0909 32 20
0910 33 19
0911 33 20
0912 32 20
0913 32 18
0914 31 17
0915 31 17
0916 31 19
0917 27 14
0918 26 16
0919 26 13
0920 23 14
0921 20 10
0922 20 9
0923 21 11
0924 24 13
0925 23 11
0926 23 12
0927 24 14
0928 25 14
0929 26 14
0930 26 13
1001 25 14
1002 25 13
1003 20 11
1004 15 6
1005 12 7
1006 11 4
1007 14 5
1008 14 5
1009 15 6
1010 16 8
1011 15 5
1012 14 11
1013 17 9
1014 17 10
1015 17 10
1016 19 9
1017 14 8
1018 12 6
1019 13 5
1020 12 9
1021 11 8
1022 14 6
1023 14 4
1024 17 12
1025 19 11
1026 14 9
1027 12 7
1028 13 6
1029 15 6
1030 12 4
1031 10 3
1101 13 5
1102 15 5
1103 10 1
1104 10 2
1105 9 1
1106 15 7
1107 10 4
1108 8 4
1109 8 1
1110 6 -1
1111 9 3
1112 6 0
1113 5 0
1114 6 1
1115 6 -1
1116 4 1
1117 7 2
1118 12 3
1119 11 8
1120 13 6
1121 12 5
1122 11 5
1123 10 5
1124 9 4
1125 10 4
1126 11 4
1127 10 -1
1128 4 -1
1129 3 -2
1130 4 -5
1201 6 -2
1202 7 -1
1203 5 -2
1204 4 -2
1205 4 -2
1206 4 -2
1207 5 -3
1208 4 0
1209 7 1
1210 8 3
1211 9 3
1212 8 -1
1213 3 -3
1214 3 -7
1215 3 -6
1216 5 -4
1217 2 -2
1218 0 -8
1219 1 -9
1220 3 -3
1221 1 -12
1222 3 -12
1223 2 -4
1224 0 -12
1225 5 -1
1226 10 3
1227 6 -1
1228 4 -2
1229 3 -3
1230 3 -4
1231 4 -5
0101 4 -5
0102 3 -2
0103 2 -3
0104 2 -2
0105 0 -8
0106 -7 -13
0107 -8 -13
0108 -7 -17
0109 -4 -11
0110 -6 -11
0111 -4 -9
0112 3 -8
0113 2 -3
0114 1 -3
0115 0 -7
0116 -3 -7
0117 -1 -8
0118 -2 -10
0119 -2 -12
0120 -1 -10
0121 0 -9
0122 -1 -9
0123 -1 -8
0124 0 -7
0125 0 -6
0126 0 -9
0127 -1 -10
0128 -2 -10
0129 2 -8
0130 0 -8
0131 -2 -12
0201 2 -1
0202 3 2
0203 7 3
0204 8 3
0205 7 2
0206 6 2
0207 4 -1
0208 3 0
0209 4 -1
0210 3 -1
0211 4 -1
0212 5 -1
0213 6 -1
0214 7 1
0215 10 3
0216 8 0
0217 7 0
0218 7 1
0219 7 0
0220 8 2
0221 8 3
0222 11 2
0223 14 4
0224 9 2
0225 7 1
0226 8 2
0227 12 7
0228 15 6
0301 11 4
0302 12 6
0303 12 3
0304 15 4
0305 13 5
0306 11 4
0307 9 6
0308 12 5
0309 12 3
0310 9 3
0311 10 4
0312 9 2
0313 12 3
0314 11 2
0315 13 4
0316 13 3
0317 13 7
0318 11 7
0319 11 7
0320 16 9
0321 20 10
0322 21 11
0323 21 10
0324 21 7
0325 15 5
0326 12 3
0327 15 6
0328 18 8
0329 19 9
0330 19 8
0331 19 10
0401 20 9
0402 24 11
0403 24 11
0404 22 10
0405 17 10
0406 11 4
0407 11 2
0408 17 8
0409 18 8
0410 19 10
0411 15 5
0412 16 9
0413 17 6
0414 15 6
0415 17 9
0416 14 5
0417 15 5
0418 12 3
0419 7 3
0420 8 0
0421 11 4
0422 13 4
0423 12 2
0424 14 6
0425 20 9
0426 20 12
0427 22 13
0428 18 6
0429 15 7
0430 17 7
0501 20 11
0502 22 11
0503 22 12
